央视,#genre#
北京纪实科教,https://pix.my.zhoujie218.top:8443/tptv/HD-8000k-1080P-beijingjishi?type=origin
纯享4K,https://pix.my.zhoujie218.top:8443/tptv/HD-20M-2160P-chunxiang4k?type=origin
高清臻享睛彩篮球,https://pix.my.zhoujie218.top:8443/tptv/miguaoyun01-AVS-4K01?type=origin
睛彩篮球,https://pix.my.zhoujie218.top:8443/tptv/HD-8000k-1080P-miguaoyun1?type=origin
高清臻享睛彩竞技,https://pix.my.zhoujie218.top:8443/tptv/miguaoyun1-AVS?type=origin
睛彩竞技,https://pix.my.zhoujie218.top:8443/tptv/HD-8000k-1080P-miguaoyun2?type=origin
睛彩青少,https://pix.my.zhoujie218.top:8443/tptv/HD-8000k-1080P-quanminrl?type=origin
黑莓电影,https://pix.my.zhoujie218.top:8443/tptv/HD-8000k-1080P-Supermovie?type=origin
NewTV炫舞未来,https://pix.my.zhoujie218.top:8443/tptv/HD-4000k-1080P-xwwl?type=origin


地方,#genre#
南京新闻综合频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJXW?type=origin
南京影视频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJYS?type=origin
南京少儿频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJSE?type=origin
南京生活频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJSH?type=origin
南京信息频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJXX?type=origin
南京娱乐频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJYL?type=origin
南京教科频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJJK?type=origin
南京十八频道,https://pix.my.zhoujie218.top:8443/tptv/G_NJSB?type=origin
徐州新闻综合,https://pix.my.zhoujie218.top:8443/tptv/xzxwzh?type=origin
徐州经济生活,https://pix.my.zhoujie218.top:8443/tptv/xzjjsh?type=origin
徐州文艺影视,https://pix.my.zhoujie218.top:8443/tptv/xzwyys?type=origin
徐州公共,https://pix.my.zhoujie218.top:8443/tptv/xzgg?type=origin
徐州新沂3套,https://pix.my.zhoujie218.top:8443/tptv/G_XZXYTV-3?type=origin
徐州沛县新闻综合,https://pix.my.zhoujie218.top:8443/tptv/xzpxxwzh?type=origin
徐州沛县综艺,https://pix.my.zhoujie218.top:8443/tptv/xzpxzy?type=origin
徐州沛县生活,https://pix.my.zhoujie218.top:8443/tptv/xzpxsh?type=origin
常州新闻,https://pix.my.zhoujie218.top:8443/tptv/jsczxinwen?type=origin
常州都市,https://pix.my.zhoujie218.top:8443/tptv/jsczdushi?type=origin
常州生活,https://pix.my.zhoujie218.top:8443/tptv/jsczshenghuo?type=origin
常州公共,https://pix.my.zhoujie218.top:8443/tptv/jsczgonggong?type=origin
睢宁综合,https://pix.my.zhoujie218.top:8443/tptv/xzsnzh?type=origin
睢宁资讯,https://pix.my.zhoujie218.top:8443/tptv/xzsnzx?type=origin
睢宁生活,https://pix.my.zhoujie218.top:8443/tptv/xzsnshjy?type=origin
睢宁三农,https://pix.my.zhoujie218.top:8443/tptv/xzsnsn?type=origin
南通一套,https://pix.my.zhoujie218.top:8443/tptv/jsntyitao?type=origin
南通二套,https://pix.my.zhoujie218.top:8443/tptv/jsntertao?type=origin
公共崇川,https://pix.my.zhoujie218.top:8443/tptv/jsntsantao?type=origin
镇江一套,https://pix.my.zhoujie218.top:8443/tptv/G_ZHENJIANGTV-1?type=origin
镇江二套,https://pix.my.zhoujie218.top:8443/tptv/G_ZHENJIANGTV-2?type=origin
镇江三套,https://pix.my.zhoujie218.top:8443/tptv/G_ZHENJIANGTV-3?type=origin
宿迁综合,https://pix.my.zhoujie218.top:8443/tptv/G_SQZH?type=origin
宿迁公共,https://pix.my.zhoujie218.top:8443/tptv/G_SQGG?type=origin
邳州综合,https://pix.my.zhoujie218.top:8443/tptv/pzzonghe?type=origin
邳州综艺,https://pix.my.zhoujie218.top:8443/tptv/pzzongyi?type=origin
赣榆新闻综合,https://pix.my.zhoujie218.top:8443/tptv/HD-2500k-1080P-ganyutv?type=origin
江苏仪化电视,https://pix.my.zhoujie218.top:8443/tptv/HD-4000k-1080P-jsyihua?type=origin


特色,#genre#
猎冰,https://pix.my.zhoujie218.top:8443/tptv/cos-liebing?type=origin
永安梦,https://pix.my.zhoujie218.top:8443/tptv/cos-yonganmeng?type=origin
漫长的季节,https://pix.my.zhoujie218.top:8443/tptv/manchangdjj?type=origin
梦中的那片海,https://pix.my.zhoujie218.top:8443/tptv/mengzhongdnph?type=origin
繁花,https://pix.my.zhoujie218.top:8443/tptv/fanhua?type=origin
庆余年,https://pix.my.zhoujie218.top:8443/tptv/zhifouzf?type=origin
百姓生活,https://pix.my.zhoujie218.top:8443/tptv/baixingsh?type=origin
黑土无言,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-htwy?type=origin
问心,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-wenxin?type=origin
父辈的荣耀,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-fbdry?type=origin
繁城之下,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-fczx?type=origin
小日子,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-xiaorizi?type=origin
谢谢你温暖我,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-xxnwnw?type=origin
当你沉睡时,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-dncss?type=origin
梨园经典荟萃,https://pix.my.zhoujie218.top:8443/tptv/COSHD-4000k-1080P-lyjdhc?type=origin
影视剧场,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-1?type=origin
第一院线,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-2?type=origin
居家健身,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-4?type=origin
电视剧,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-6?type=origin
二更视频,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-7?type=origin
德凯奥特曼,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-9?type=origin
熊出没,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-10?type=origin
超级飞侠,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-11?type=origin
小猪佩奇,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-12?type=origin
汪汪队立大功,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-13?type=origin
高分电影,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-14?type=origin
乡村爱情,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-15?type=origin
热门综艺,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-16?type=origin
美食美味,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-17?type=origin
自然风景,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-18?type=origin
动物世界,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-19?type=origin
书籍解读,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-20?type=origin
亲子玩具,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-21?type=origin
广场舞,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-22?type=origin
戏曲音乐,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-23?type=origin
相声联欢,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-24?type=origin
动漫星空,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-25?type=origin
楚乔传,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-26?type=origin
完美的她,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-27?type=origin
哈尔滨一九四四,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-28?type=origin
军事之旅,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-29?type=origin
科幻世界,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-30?type=origin
儿童天地,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-31?type=origin
纪录片,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-32?type=origin
音乐心情,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-33?type=origin
掼蛋频道,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-34?type=origin
体坛同期声,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-35?type=origin
臻享推荐,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-36?type=origin
怀旧MTV,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-37?type=origin
南来北往,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-39?type=origin
狗剩快跑,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-40?type=origin
狂飙,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-41?type=origin
人世间,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-42?type=origin
大江大河,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-43?type=origin
山海情,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-44?type=origin
冰雪竞技场,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-45?type=origin
邪恶与疯狂,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-46?type=origin
来自星星的你,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-47?type=origin
哦我的鬼神大人,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-48?type=origin
太阳的后裔,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-49?type=origin
请回答1988,https://pix.my.zhoujie218.top:8443/tptv/GITV-JS-50?type=origin


