tvg-name,tvg-id,tvg-logo,group-title,link
测试88,CCTV1,https://livecdn.zbds.top/logo/CCTV1.png,央视频道,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,CCTV1,https://livecdn.zbds.top/logo/CCTV1.png,央视频道,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,CCTV1,https://livecdn.zbds.top/logo/CCTV1.png,央视频道,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8
