央视,#genre#
NewTV古装剧场,https://pix.my.proton218.top:8443/itv/hnbblive/2000000003000000024
NewTV欢乐剧场,https://pix.my.proton218.top:8443/itv/ystenlive/1000000005000266012
NewTV家庭剧场,https://pix.my.proton218.top:8443/itv/ystenlive/1000000004000008284
NewTV金牌综艺,https://pix.my.proton218.top:8443/itv/ystenlive/1000000004000026167
NewTV惊悚悬疑,https://pix.my.proton218.top:8443/itv/ystenlive/1000000004000024282
NewTV军旅剧场,https://pix.my.proton218.top:8443/itv/hnbblive/2000000003000000014
NewTV军事评论,https://pix.my.proton218.top:8443/itv/hnbblive/2000000003000000022
NewTV魅力潇湘,https://pix.my.proton218.top:8443/itv/ystenlive/1000000001000006197
NewTV明星大片,https://pix.my.proton218.top:8443/itv/hnbblive/2000000003000000016
NewTV农业致富,https://pix.my.proton218.top:8443/itv/hnbblive/2000000003000000003
NewTV武博世界,https://pix.my.proton218.top:8443/itv/hnbblive/2000000003000000007
NewTV炫舞未来,https://pix.my.proton218.top:8443/itv/ystenlive/1000000001000000515
NewTV怡伴健康,https://pix.my.proton218.top:8443/itv/ystenlive/1000000005000266011
NewTV中国功夫,https://pix.my.proton218.top:8443/itv/hnbblive/2000000003000000009
NewTV黑莓电影,https://pix.my.proton218.top:8443/itv/ystenlive/1000000004000019624
NewTV黑莓动画,https://pix.my.proton218.top:8443/itv/ystenlive/1000000004000021734
NewTV哒啵电竞,https://pix.my.proton218.top:8443/itv/ystenlive/1000000006000032327
NewTV哒啵赛事,https://pix.my.proton218.top:8443/itv/ystenlive/1000000001000003775


SiTV,#genre#
SiTV动漫秀场,https://pix.my.proton218.top:8443/itv/bestzb/5000000011000031113
SiTV都市剧场,https://pix.my.proton218.top:8443/itv/bestzb/5000000011000031111
SiTV法治天地,https://pix.my.proton218.top:8443/itv/bestzb/9001547084732463424
SiTV欢笑剧场,https://pix.my.proton218.top:8443/itv/bestzb/5000000002000009455
SiTV欢笑剧场-4K,https://pix.my.proton218.top:8443/itv/bestzb/5000000007000010001
SiTV金色学堂,https://pix.my.proton218.top:8443/itv/bestzb/5000000010000026105
SiTV劲爆体育,https://pix.my.proton218.top:8443/itv/bestzb/5000000002000029972
SiTV乐游,https://pix.my.proton218.top:8443/itv/bestzb/5000000011000031112
SiTV魅力足球,https://pix.my.proton218.top:8443/itv/bestzb/5000000011000031207
SiTV七彩戏剧,https://pix.my.proton218.top:8443/itv/bestzb/5000000011000031116
SiTV生活时尚,https://pix.my.proton218.top:8443/itv/bestzb/5000000002000019634
SiTV游戏风云,https://pix.my.proton218.top:8443/itv/bestzb/5000000011000031114


iHOT,#genre#
iHOT爱电竞,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000230630
iHOT爱谍战,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000070630
iHOT爱动漫,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000280630
iHOT爱都市,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000080630
iHOT爱怀旧,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000260630
iHOT爱经典,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000060630
iHOT爱科幻,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000020630
iHOT爱科学,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000160630
iHOT爱浪漫,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000040630
iHOT爱历史,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000150630
iHOT爱旅行,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000250630
iHOT爱奇谈,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000270630
iHOT爱青春,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000100630
iHOT爱赛车,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000240630
iHOT爱体育,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000290630
iHOT爱玩具,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000220630
iHOT爱喜剧,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000010630
iHOT爱悬疑,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000050630
iHOT爱幼教,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000180630
iHOT爱院线,https://pix.my.proton218.top:8443/itv/wasusyt/6000000006000030630


